Actual,DE,SHADE,CMA-ES,NRBO,BOA,HHO-Lite,WeightedAvg_Pred
54.8300,61.4837,74.2992,69.9226,65.4965,72.0180,73.8977,69.4773
13.3000,16.4893,21.9515,26.9195,23.4393,24.7893,29.2596,23.7642
13.3300,18.3652,14.5418,15.7279,18.4904,18.1885,16.9962,17.0545
14.6900,16.3209,21.0559,24.8003,8.8773,19.3465,16.6599,17.8537
13.4500,14.1379,12.1747,19.6371,9.7732,9.0562,14.4001,13.2076
37.4100,28.8322,33.9860,27.3967,24.5117,27.0946,30.0054,28.6403
6.5100,4.4884,0.3407,2.2789,7.2577,-3.7244,3.4765,2.3568
57.8600,60.0318,65.9739,58.9778,67.1738,66.3080,65.5099,63.9668
74.2100,70.6319,65.9487,65.9965,68.9649,66.2626,65.5471,67.2421
76.4000,71.4813,76.2896,71.9001,71.8249,75.6513,76.2840,73.8891
61.6800,58.8370,66.7080,58.9696,64.1366,59.6767,58.1723,61.0766
61.5400,65.4492,65.4728,70.3876,61.1917,63.7645,62.4379,64.8007
12.4300,15.6062,12.1832,18.1019,8.1109,7.0635,3.5546,10.8185
14.8200,14.3632,3.1271,8.5964,11.1267,4.5733,6.1254,8.0163
3.5100,6.6164,2.3845,3.0928,7.4131,4.8008,3.8488,4.6990
3.6300,7.7106,0.3367,2.2789,7.3379,-3.7118,3.4765,2.9222
52.5600,60.5797,59.2064,68.5536,74.8468,63.3600,63.1086,64.9189
76.2000,60.9842,59.2060,71.8666,75.9009,67.5777,73.3669,68.0991
46.3400,53.9700,48.6244,43.1577,49.6392,46.6721,44.1924,47.7411
66.1400,60.4540,48.7231,45.0353,63.1629,46.7994,52.7037,52.8331
0.1800,30.9022,40.6106,43.1561,47.8677,40.1534,39.1508,40.2610
18.2500,41.2233,40.1295,43.1562,37.5295,40.1440,38.0181,40.0484
14.0100,26.2154,22.8709,25.1999,11.6736,21.1784,16.8407,20.7101
3.4200,4.8473,-2.7376,2.2789,7.8063,-1.4917,3.4768,2.3669
3.2500,7.7112,-5.2264,2.2789,7.5138,-3.7244,3.4765,2.0228
53.2400,60.8279,65.8980,69.4486,65.3701,66.9027,65.9936,65.7199
76.3800,71.5104,76.2368,71.8516,67.9921,75.5517,74.9094,73.0014
66.3100,60.4791,65.1715,63.7706,64.1100,65.7009,65.4562,64.0944
71.4200,60.4111,60.1446,65.6879,64.0177,59.8144,65.3834,62.5616
67.9200,60.3674,58.4231,59.1158,63.1451,58.3374,58.7769,59.6957
68.4600,60.2651,65.1421,57.5104,62.2605,62.5747,57.0004,60.7947
18.1900,43.8623,48.9431,43.0755,61.6977,46.8302,42.2242,47.7498
3.3400,4.4880,0.3408,2.2789,7.3910,2.4742,3.4765,3.4078
2.8300,7.6841,-5.2264,2.2789,8.5020,-3.7244,3.4765,2.1816
66.7000,52.0803,60.8496,58.9199,64.0592,60.5821,58.5912,59.1439
77.1800,52.0806,60.3274,58.8414,63.9643,59.8722,58.6439,58.9190
59.5400,52.0821,59.7681,58.5529,64.1343,58.7852,58.1916,58.5514
70.4900,52.1028,61.2567,58.9446,64.0420,61.1455,58.7362,59.3342
69.5600,52.0898,61.3675,58.9617,63.9719,61.2932,58.7371,59.3664
55.2900,52.0794,54.3400,54.8477,60.5542,51.9559,56.0973,54.9584
41.7100,52.0791,42.2044,49.7168,39.8478,45.5105,43.0277,45.4420
53.2200,52.0791,43.7957,41.9026,48.7226,42.6413,43.1721,45.4158
54.3600,52.0791,52.0617,50.9269,54.7823,50.6633,52.7181,52.2004
71.0600,71.7121,76.3005,71.9016,74.4117,75.6672,76.2868,74.3614
74.1000,71.6765,76.2812,71.8979,74.5231,75.6304,76.2856,74.3636
74.9000,71.3668,76.2068,71.8816,71.0702,75.4929,76.2802,73.7010
73.6800,70.6410,74.7971,71.8257,69.1685,74.3531,72.3676,72.1872
64.5200,70.5263,67.1364,71.8400,68.9773,66.3723,67.1076,68.6747
13.9500,15.2373,30.9053,24.7525,13.7865,29.3506,34.2633,24.6614
14.4400,52.1159,23.2715,24.6040,11.1430,18.8703,10.3717,23.5721
13.3900,16.3455,21.8034,18.1011,11.1346,24.7152,8.0917,16.7217
