Generation,DE,SHADE,CMA-ES,NRBO,BOA,HHO-Lite
1,0.9350115665233045,0.8321286766578615,0.9558139777619548,0.8321286766578615,0.8321286766578615,0.8321286766578615
2,0.9350115665233045,0.9356087232323242,0.9558139777619548,0.9356087232323242,0.9356087232323242,0.9356087232323242
3,0.9350115665233045,0.9356087232323242,0.9558139777619548,0.9356087232323242,0.9356087232323242,0.9356087232323242
4,0.9350115665233045,0.9356087232323242,0.9558139777619548,0.9356087232323242,0.9356087232323242,0.9356087232323242
5,0.9350115665233045,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
6,0.9350115665233045,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
7,0.9350115665233045,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
8,0.9350115665233045,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
9,0.9350115665233045,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
10,0.9350115665233045,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
11,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
12,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
13,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
14,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
15,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
16,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
17,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
18,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
19,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
20,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
21,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
22,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
23,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
24,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
25,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
26,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
27,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
28,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
29,0.956380411441751,0.9546468136470199,0.9558139777619548,0.9546468136470199,0.9546468136470199,0.9546468136470199
30,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9546468136470199,0.9546468136470199
31,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
32,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
33,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
34,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
35,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
36,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
37,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
38,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
39,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
40,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
41,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
42,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
43,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
44,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
45,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
46,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
47,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9590144562900407,0.9546468136470199
48,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9651676269787579,0.9546468136470199
49,0.956380411441751,0.9546468136470199,0.9576271681564966,0.9546468136470199,0.9651676269787579,0.9546468136470199
