Generation,DE,SHADE,CMA-ES,NRBO,BOA,HHO-Lite
1,0.8017884599143074,0.7707114695552694,0.7798056912985158,0.7707114695552694,0.7707114695552694,0.7707114695552694
2,0.8017884599143074,0.7854305018777104,0.7798056912985158,0.7854305018777104,0.7854305018777104,0.7854305018777104
3,0.8017884599143074,0.7854305018777104,0.7866012953851326,0.7854305018777104,0.7854305018777104,0.7854305018777104
4,0.8283518928242618,0.8059755442852476,0.7866012953851326,0.8059755442852476,0.8059755442852476,0.8059755442852476
5,0.8283518928242618,0.8059755442852476,0.7866012953851326,0.8059755442852476,0.8059755442852476,0.8059755442852476
6,0.8283518928242618,0.8059755442852476,0.7866012953851326,0.8059755442852476,0.8059755442852476,0.8059755442852476
7,0.8283518928242618,0.8059755442852476,0.7866012953851326,0.8059755442852476,0.8059755442852476,0.8059755442852476
8,0.8283518928242618,0.8189733958535799,0.7866012953851326,0.8189733958535799,0.8189733958535799,0.8189733958535799
9,0.8283518928242618,0.8189733958535799,0.7950176059440237,0.8189733958535799,0.8189733958535799,0.8189733958535799
10,0.8283518928242618,0.8189733958535799,0.7950176059440237,0.8189733958535799,0.8189733958535799,0.8189733958535799
11,0.8283518928242618,0.8189733958535799,0.7950176059440237,0.8189733958535799,0.8189733958535799,0.8189733958535799
12,0.8283518928242618,0.8189733958535799,0.802701913322033,0.8189733958535799,0.8189733958535799,0.8189733958535799
13,0.8283518928242618,0.8189733958535799,0.8288325260194004,0.8189733958535799,0.8189733958535799,0.8189733958535799
14,0.8283518928242618,0.8189733958535799,0.8288325260194004,0.8189733958535799,0.8189733958535799,0.8189733958535799
15,0.8283518928242618,0.8189733958535799,0.8288325260194004,0.8189733958535799,0.8189733958535799,0.8189733958535799
16,0.8283518928242618,0.8189733958535799,0.8288325260194004,0.8189733958535799,0.8189733958535799,0.8189733958535799
17,0.8283518928242618,0.8189733958535799,0.8288325260194004,0.8189733958535799,0.8237825280032414,0.8255193020380599
18,0.8283518928242618,0.8189733958535799,0.8356751922090635,0.8189733958535799,0.8254542650219566,0.8255193020380599
19,0.8283518928242618,0.8189733958535799,0.8356751922090635,0.8189733958535799,0.8254542650219566,0.8255193020380599
20,0.8283518928242618,0.8189733958535799,0.8356751922090635,0.8189733958535799,0.8254542650219566,0.8255193020380599
21,0.8283518928242618,0.8189733958535799,0.8356751922090635,0.8250055317760605,0.8254794025892058,0.8255193020380599
22,0.8283518928242618,0.8189733958535799,0.8356751922090635,0.8250055317760605,0.8254794025892058,0.8255193020380599
23,0.8458349865847289,0.8189733958535799,0.8356751922090635,0.8250055317760605,0.8254794025892058,0.8255193020380599
24,0.8458349865847289,0.8189733958535799,0.8356751922090635,0.8250055317760605,0.8277497941754153,0.8255193020380599
25,0.8458349865847289,0.8189733958535799,0.8422151935043335,0.8250055317760605,0.8277497941754153,0.8255193020380599
26,0.8458349865847289,0.8189733958535799,0.8422151935043335,0.8317593169457114,0.8349195280882997,0.8255193020380599
27,0.8458349865847289,0.8189733958535799,0.8422151935043335,0.8317593169457114,0.8349195280882997,0.8286596834999993
28,0.8458349865847289,0.8189733958535799,0.8422151935043335,0.8317593169457114,0.8349195280882997,0.8286596834999993
29,0.8458349865847289,0.8189733958535799,0.8422151935043335,0.8317593169457114,0.8349195280882997,0.8286596834999993
30,0.8458349865847289,0.8189733958535799,0.8422151935043335,0.8317593169457114,0.8349195280882997,0.8286596834999993
31,0.8458349865847289,0.8212676718760862,0.8422151935043335,0.8317593169457114,0.8349195280882997,0.8286596834999993
32,0.8458349865847289,0.8212676718760862,0.8422151935043335,0.8317593169457114,0.8349195280882997,0.8286596834999993
33,0.8458349865847289,0.8212676718760862,0.8422151935043335,0.8317593169457114,0.8349195280882997,0.8286596834999993
34,0.8458349865847289,0.8212676718760862,0.8422151935043335,0.8317593169457114,0.8349195280882997,0.8286596834999993
35,0.8458349865847289,0.8212676718760862,0.8422151935043335,0.8317593169457114,0.8349195280882997,0.8286596834999993
36,0.8458349865847289,0.8212676718760862,0.8422151935043335,0.8317593169457114,0.8431436170607121,0.8286596834999993
37,0.8458349865847289,0.8212676718760862,0.8422151935043335,0.8317593169457114,0.8431436170607121,0.8356141861506473
38,0.8458349865847289,0.8375524025642637,0.8422151935043335,0.8317593169457114,0.8431436170607121,0.8375626631991029
39,0.8458349865847289,0.8375524025642637,0.8422151935043335,0.8317593169457114,0.8431436170607121,0.8375626631991029
40,0.8458349865847289,0.8375524025642637,0.8422151935043335,0.8317593169457114,0.8431436170607121,0.8375626631991029
41,0.8458349865847289,0.8375524025642637,0.8422151935043335,0.8317593169457114,0.8431436170607121,0.8375626631991029
42,0.8458349865847289,0.8375524025642637,0.8422151935043335,0.8387547927809881,0.8431436170607121,0.8375626631991029
43,0.8458349865847289,0.8375524025642637,0.8422151935043335,0.8387547927809881,0.8431436170607121,0.8375626631991029
44,0.8458349865847289,0.8375524025642637,0.8422151935043335,0.8387547927809881,0.8431436170607121,0.8375626631991029
45,0.8458349865847289,0.8375524025642637,0.8422151935043335,0.8387547927809881,0.8431436170607121,0.8375626631991029
46,0.8458349865847289,0.8375524025642637,0.8422151935043335,0.8387547927809881,0.8431436170607121,0.8375626631991029
47,0.8458349865847289,0.8375524025642637,0.8422151935043335,0.8387547927809881,0.8431436170607121,0.8375626631991029
48,0.8458349865847289,0.8375524025642637,0.8422151935043335,0.8387547927809881,0.8431436170607121,0.8375626631991029
49,0.8458349865847289,0.8375524025642637,0.8422151935043335,0.8387547927809881,0.8431436170607121,0.8375626631991029
50,0.8458349865847289,0.8375524025642637,0.8518289398310662,0.8387547927809881,0.8431436170607121,0.8375626631991029
