Sample,DE_AE,SHADE_AE,CMA-ES_AE,NRBO_AE,BOA_AE,HHO-Lite_AE,Ensemble_AE
371,0.0147,0.0065,0.0409,0.2472,0.0756,0.0087,0.0439
372,0.0020,0.0085,0.0486,0.2083,0.0478,0.0205,0.0558
373,0.0057,0.0018,0.0632,0.4618,0.2213,0.0936,0.1408
374,0.0042,0.0013,0.0547,0.0063,0.0227,0.0017,0.0052
375,0.0117,0.0010,0.0506,0.1228,0.0122,0.0045,0.0149
376,0.0085,0.0052,0.2203,0.3252,0.0567,0.0326,0.1081
377,0.0011,0.0024,0.1169,0.1975,0.0002,0.0014,0.0131
378,0.0009,0.0027,0.0355,0.1439,0.1472,0.0061,0.0534
379,0.0000,0.0062,0.0635,0.0274,0.0112,0.0072,0.0102
380,0.0003,0.0022,0.0342,0.4723,0.0155,0.0035,0.0877
381,0.0003,0.0010,0.0647,0.1615,0.0343,0.0183,0.0184
382,0.0055,0.0039,0.0605,0.4792,0.0134,0.0213,0.0665
383,0.0003,0.0022,0.0342,0.4723,0.0155,0.0035,0.0877
384,0.0066,0.0042,0.0148,1.0639,0.0143,0.0315,0.1886
385,0.0013,0.0007,0.0248,0.1507,0.0349,0.0554,0.0328
386,0.0019,0.0103,0.1312,0.0786,0.0205,0.0071,0.0349
387,0.0010,0.0057,0.0127,0.1631,0.0625,0.0049,0.0146
388,0.0001,0.0036,0.0273,0.4095,0.0026,0.0018,0.0733
389,0.0025,0.0086,0.0085,0.2846,0.0244,0.0208,0.0580
390,0.0254,0.0036,0.0697,0.4879,0.2602,0.0087,0.1420
391,0.0070,0.0069,0.1404,0.1519,0.1323,0.0295,0.0779
392,0.0008,0.0015,0.0704,0.2668,0.1272,0.0068,0.0781
393,0.0107,0.0012,0.2602,0.6135,0.4316,0.0598,0.2288
394,0.0090,0.0010,0.0008,0.0617,0.0008,0.0273,0.0162
395,0.0011,0.0004,0.0500,0.2280,0.1660,0.0075,0.0752
396,0.0057,0.0065,0.0875,0.4158,0.0320,0.0903,0.1062
397,0.0025,0.0022,0.0827,0.6194,0.0642,0.0197,0.1306
398,0.0099,0.0038,0.0687,0.0269,0.0874,0.0494,0.0410
399,0.0035,0.0037,0.3062,0.1430,0.1242,0.0343,0.0887
400,0.0008,0.0043,0.0636,0.0699,0.0207,0.0018,0.0200
401,0.0034,0.0019,0.0899,0.0480,0.0018,0.0018,0.0245
402,0.0106,0.0061,0.1574,0.2880,0.4115,0.0296,0.1499
403,0.0014,0.0004,0.1009,0.3415,0.0781,0.0343,0.0926
404,0.0093,0.0013,0.1368,0.0817,0.0182,0.0036,0.0100
405,0.0017,0.0003,0.0257,0.0093,0.0358,0.0089,0.0136
406,0.0010,0.0029,0.1047,0.1432,0.0155,0.0167,0.0417
407,0.0014,0.0004,0.0808,0.1223,0.0101,0.0132,0.0071
408,0.0004,0.0007,0.0148,0.4109,0.0338,0.0037,0.0759
409,0.0019,0.0014,0.1134,0.3421,0.0519,0.0118,0.0869
410,0.0008,0.0019,0.0292,0.2229,0.0198,0.0053,0.0382
411,0.0019,0.0004,0.0134,0.2366,0.0565,0.0098,0.0478
412,0.0028,0.0105,0.0767,0.0911,0.0209,0.0144,0.0104
413,0.0034,0.0013,0.0118,0.0574,0.0023,0.0132,0.0061
414,0.0022,0.0022,0.0585,0.0642,0.0175,0.0040,0.0027
415,0.0001,0.0034,0.0096,0.0661,0.1028,0.0086,0.0316
416,0.0008,0.0036,0.0506,0.1094,0.0179,0.0478,0.0369
417,0.0174,0.0024,0.0278,0.2640,0.0439,0.0014,0.0593
418,0.0028,0.0006,0.0162,0.1005,0.0065,0.0119,0.0115
419,0.0058,0.0009,0.0558,0.3232,0.0755,0.0127,0.0787
420,0.0004,0.0041,0.0521,0.1538,0.0035,0.0060,0.0351
421,0.0065,0.0039,0.0094,0.0745,0.0331,0.0076,0.0224
422,0.0031,0.0086,0.0935,0.1385,0.0188,0.0062,0.0012
423,0.0011,0.0008,0.0360,0.3060,0.0178,0.0320,0.0651
424,0.0046,0.0076,0.0208,0.3052,0.0336,0.0637,0.0725
425,0.0008,0.0083,0.1424,0.1473,0.0931,0.0052,0.0142
426,0.0023,0.0059,0.1699,0.1415,0.0343,0.0253,0.0058
427,0.0043,0.0006,0.0774,0.5162,0.1453,0.0230,0.1274
428,0.0024,0.0035,0.1272,0.4958,0.0468,0.0012,0.0963
429,0.0061,0.0058,0.2494,0.8865,0.0708,0.0586,0.2126
430,0.0033,0.0006,0.1229,0.1664,0.0197,0.0134,0.0119
431,0.0055,0.0055,0.0690,0.1215,0.0317,0.0288,0.0436
432,0.0047,0.0009,0.0367,0.3542,0.0069,0.0037,0.0503
433,0.0010,0.0012,0.0057,0.1793,0.0347,0.0097,0.0358
434,0.0004,0.0064,0.0736,0.0588,0.0254,0.0141,0.0228
435,0.0144,0.0002,0.0072,0.3437,0.1922,0.0060,0.0890
436,0.0003,0.0011,0.0511,0.1476,0.0465,0.0033,0.0412
437,0.0016,0.0012,0.0795,0.2637,0.0343,0.0201,0.0476
438,0.0050,0.0016,0.1833,0.0632,0.0606,0.0035,0.0114
439,0.0003,0.0010,0.0236,0.0831,0.0075,0.0048,0.0079
440,0.0005,0.0004,0.1334,0.1944,0.0120,0.0203,0.0601
441,0.0068,0.0005,0.1219,0.3589,0.0926,0.0363,0.1025
442,0.0018,0.0013,0.0490,0.0557,0.0866,0.0150,0.0109
443,0.0011,0.0005,0.0621,0.1364,0.0553,0.0065,0.0414
444,0.0041,0.0035,0.0583,0.1205,0.0021,0.0210,0.0070
445,0.0555,0.0019,0.0803,0.9795,0.1611,0.0589,0.2215
446,0.0010,0.0016,0.0065,0.1270,0.0209,0.0035,0.0186
447,0.0056,0.0022,0.0113,0.2181,0.0044,0.0066,0.0391
448,0.0044,0.0024,0.0239,0.1881,0.0330,0.0006,0.0314
449,0.0020,0.0044,0.0226,0.0972,0.0867,0.0098,0.0294
450,0.0030,0.0028,0.0125,0.0723,0.0549,0.0062,0.0252
451,0.0164,0.0278,0.1099,0.0258,0.0308,0.0116,0.0239
452,0.0078,0.0042,0.1359,0.2275,0.0183,0.0175,0.0685
453,0.0013,0.0017,0.0901,0.2464,0.0811,0.0146,0.0363
454,0.0191,0.0001,0.0670,0.2923,0.0070,0.0156,0.0667
455,0.0052,0.0044,0.0145,0.2422,0.0209,0.0155,0.0419
456,0.0082,0.0028,0.2016,0.0208,0.0087,0.0518,0.0423
457,0.0141,0.0132,0.2103,0.1294,0.0042,0.0265,0.0532
458,0.0010,0.0014,0.0563,0.1007,0.0149,0.0105,0.0079
459,0.0094,0.0014,0.1853,0.3771,0.1857,0.0122,0.1282
460,0.0036,0.0023,0.2053,0.0897,0.0827,0.0142,0.0073
461,0.5764,0.0982,0.0639,0.9419,1.5229,0.3790,0.5728
462,0.0117,0.0035,0.0874,0.0174,0.1687,0.0291,0.0470
463,0.0018,0.0014,0.0657,0.2495,0.0355,0.0357,0.0428
464,0.0015,0.0046,0.0060,0.4988,0.0562,0.0148,0.0760
465,0.0023,0.0096,0.0355,0.3524,0.0564,0.0738,0.0415
466,0.0007,0.0005,0.0280,0.0423,0.1300,0.0382,0.0256
467,0.0148,0.0013,0.0697,0.3499,0.2300,0.0040,0.1111
468,0.0060,0.0033,0.1069,0.1175,0.1575,0.0004,0.0100
469,0.0027,0.0032,0.0369,0.0501,0.0018,0.0137,0.0014
470,0.0021,0.0027,0.0362,0.2742,0.0048,0.0054,0.0491
471,0.0012,0.0090,0.0069,0.2845,0.0473,0.0200,0.0512
472,0.0025,0.0022,0.0222,0.0463,0.0147,0.0085,0.0050
473,0.0016,0.0042,0.0992,0.0037,0.0166,0.0248,0.0149
474,0.0003,0.0021,0.0383,0.1775,0.0097,0.0054,0.0363
475,0.0026,0.0030,0.1510,0.3713,0.0691,0.0338,0.0543
476,0.0019,0.0008,0.0596,0.0928,0.0094,0.0181,0.0210
477,0.0035,0.0009,0.1053,1.0709,0.1252,0.0126,0.2190
478,0.0011,0.0025,0.0442,0.0623,0.0452,0.0174,0.0080
479,0.0031,0.0000,0.0250,0.1373,0.0489,0.0149,0.0297
480,0.0026,0.0028,0.0350,0.1305,0.0000,0.0219,0.0130
481,0.0077,0.0035,0.0519,0.2112,0.0032,0.0013,0.0460
482,0.0008,0.0013,0.0427,0.5949,0.0077,0.0601,0.1144
483,0.0035,0.0036,0.1215,0.4567,0.0421,0.0405,0.1112
484,0.0117,0.0014,0.0382,0.0306,0.0161,0.0054,0.0115
485,0.0006,0.0001,0.1734,0.4466,0.0006,0.0085,0.1047
486,0.0064,0.0023,0.1483,0.3772,0.1354,0.0145,0.1138
487,0.0318,0.0122,0.1987,1.2291,0.3349,0.0537,0.3091
488,0.0001,0.0021,0.1247,0.5099,0.0865,0.0175,0.1232
489,0.0018,0.0007,0.0635,0.0811,0.0437,0.0319,0.0102
490,0.0048,0.0063,0.0328,0.3551,0.1408,0.0115,0.0264
491,0.0008,0.0013,0.0823,0.2572,0.1183,0.0175,0.0515
492,0.0623,0.0013,0.0308,0.5499,0.3570,0.0145,0.1576
493,0.0014,0.0017,0.0599,0.0225,0.0047,0.0117,0.0121
494,0.0034,0.0050,0.1781,0.0493,0.0746,0.0193,0.0534
495,0.0017,0.0055,0.0492,0.0803,0.1356,0.0225,0.0217
496,0.0015,0.0014,0.0520,0.4721,0.1097,0.0009,0.0512
497,0.0199,0.0002,0.0717,0.3158,0.0207,0.0103,0.0628
498,0.0041,0.0029,0.1841,0.8095,0.0461,0.0118,0.1751
499,0.0059,0.0034,0.0394,0.1943,0.0584,0.0157,0.0527
500,1.0825,0.1076,0.0286,1.5237,3.4187,0.3919,1.0856
