Sample,DE_AE,SHADE_AE,CMA-ES_AE,NRBO_AE,BOA_AE,HHO-Lite_AE,Ensemble_AE
191,0.5311,0.5157,0.2640,0.5157,0.2822,0.5157,0.0776
192,2.7289,0.2108,1.2849,0.2108,0.6061,0.2108,0.8760
193,0.2652,0.1790,0.0073,0.1790,0.0248,0.1790,0.0398
194,0.5166,0.3013,0.1630,0.3013,0.2063,0.3013,0.1748
195,0.3937,0.1775,0.2139,0.1775,0.2025,0.1775,0.2238
196,0.1550,0.1210,0.0907,0.1210,0.0432,0.1210,0.0122
197,0.0583,0.4635,0.0401,0.4635,0.0800,0.4635,0.2210
198,0.1153,0.0736,0.1975,0.0736,0.2053,0.0736,0.1233
199,0.4779,0.0274,0.0611,0.0274,0.3340,0.0274,0.1320
200,0.5101,0.1585,0.2616,0.1585,0.1571,0.1585,0.0115
201,0.0966,0.5166,0.0941,0.5166,0.0947,0.5166,0.2103
202,0.4262,0.1195,0.2318,0.1195,0.0954,0.1195,0.0660
203,0.4614,0.0272,0.0082,0.0272,0.0136,0.0272,0.0597
204,0.4741,0.2539,0.0876,0.2539,0.0512,0.2539,0.1997
205,0.9750,0.5781,0.7413,0.5781,0.6696,0.5781,0.6868
206,0.6301,0.0104,0.0990,0.0104,0.1154,0.0104,0.1130
207,0.5393,0.1595,0.1531,0.1595,0.0265,0.1595,0.1484
208,0.8313,0.8033,0.7588,0.8033,0.5077,0.8033,0.7511
209,0.5643,0.3290,0.4334,0.3290,0.3531,0.3290,0.3897
210,0.4680,1.1366,0.0371,1.1366,0.0934,1.1366,0.6548
211,0.5386,0.0192,0.1310,0.0192,0.1949,0.0192,0.0909
212,0.1127,0.0905,0.0691,0.0905,0.0631,0.0905,0.0485
213,0.0800,0.0783,0.1362,0.0783,0.0807,0.0783,0.0620
214,0.3284,0.1472,0.2435,0.1472,0.1191,0.1472,0.1888
215,0.3088,0.0171,0.0518,0.0171,0.1877,0.0171,0.1000
216,0.5878,0.3341,0.3674,0.3341,0.3463,0.3341,0.2614
217,0.5557,0.0990,0.0677,0.0990,0.0611,0.0990,0.0217
218,0.5266,0.2307,0.1314,0.2307,0.0561,0.2307,0.0039
219,0.4649,0.2575,0.1112,0.2575,0.0476,0.2575,0.2326
220,0.0521,0.0315,0.0692,0.0315,0.0246,0.0315,0.0319
221,0.1320,0.2865,0.1687,0.2865,0.3995,0.2865,0.2036
222,0.5931,0.1958,0.3014,0.1958,0.1942,0.1958,0.2794
223,0.2651,0.4524,0.5267,0.4524,0.4936,0.4524,0.4405
224,0.2153,0.3834,0.0269,0.3834,0.0525,0.3834,0.1688
225,0.1441,0.5538,0.1266,0.5538,0.3544,0.5538,0.2143
226,0.3475,0.0478,0.2175,0.0478,0.0150,0.0478,0.0729
227,0.2833,0.5980,0.1853,0.5980,0.1351,0.5980,0.2922
228,0.2417,0.1787,0.0901,0.1787,0.0987,0.1787,0.1611
229,0.0406,0.6447,0.2748,0.6447,0.4708,0.6447,0.4532
230,0.5847,0.3538,0.2235,0.3538,0.2256,0.3538,0.3491
231,0.1333,0.0643,0.3689,0.0643,0.3740,0.0643,0.0108
232,0.4559,0.0499,0.1735,0.0499,0.0078,0.0499,0.0208
233,0.1595,0.2634,0.3774,0.2634,0.1644,0.2634,0.1954
234,0.2537,0.2038,0.0022,0.2038,0.0626,0.2038,0.1332
235,0.6714,0.8862,0.5008,0.8862,0.7308,0.8862,0.5157
236,0.2792,0.2017,0.1331,0.2017,0.2284,0.2017,0.0062
237,0.4159,0.6502,0.3028,0.6502,0.4577,0.6502,0.3679
238,0.2580,0.2493,0.0998,0.2493,0.1008,0.2493,0.0480
239,0.2010,0.7355,0.1768,0.7355,0.2472,0.7355,0.3298
240,0.1759,0.0297,0.0211,0.0297,0.0890,0.0297,0.0329
241,0.4190,0.3963,0.2302,0.3963,0.4492,0.3963,0.2415
242,0.3035,0.4022,0.3115,0.4022,0.1717,0.4022,0.3321
243,0.1852,0.0375,0.3569,0.0375,0.6821,0.0375,0.0049
244,0.3510,0.0606,0.0310,0.0606,0.2894,0.0606,0.0818
245,0.1267,0.4896,0.3860,0.4896,0.4666,0.4896,0.2097
246,0.5681,0.4554,0.1844,0.4554,0.2451,0.4554,0.0609
247,0.1851,1.0022,0.3381,1.0022,0.4169,1.0022,0.4562
248,0.3917,0.1232,0.3949,0.1232,0.1676,0.1232,0.0977
249,0.3692,0.2335,0.3704,0.2335,0.0229,0.2335,0.1207
250,0.3613,0.2691,0.1828,0.2691,0.0829,0.2691,0.0298
251,0.1167,0.3088,0.3692,0.3088,0.4750,0.3088,0.1169
252,0.4093,1.1075,0.2231,1.1075,0.1277,1.1075,0.4260
253,0.2759,0.4267,0.5092,0.4267,0.5066,0.4267,0.1667
254,0.4237,0.4019,0.3980,0.4019,0.3127,0.4019,0.3900
255,0.0611,0.3225,0.9327,0.3225,0.4085,0.3225,0.3748
256,0.6246,0.9366,0.5026,0.9366,0.2832,0.9366,0.4404
257,0.3825,0.0087,0.3230,0.0087,0.3368,0.0087,0.0421
258,0.1155,0.2614,0.4604,0.2614,0.1273,0.2614,0.0942
259,0.4323,0.1179,0.0885,0.1179,0.3215,0.1179,0.0522
260,0.0087,0.2197,0.0823,0.2197,0.0610,0.2197,0.1076
261,0.2745,0.1461,0.1480,0.1461,0.1589,0.1461,0.0241
262,0.3178,0.2136,0.5228,0.2136,0.2957,0.2136,0.0831
263,0.2674,0.1664,0.3124,0.1664,0.0270,0.1664,0.0182
264,0.1953,0.4505,0.0656,0.4505,0.2322,0.4505,0.3072
265,0.6565,0.2537,0.5117,0.2537,0.2853,0.2537,0.3692
266,0.4774,0.0786,0.1312,0.0786,0.2513,0.0786,0.1043
267,0.5188,0.3387,0.2141,0.3387,0.2240,0.3387,0.3287
268,0.1961,0.3256,0.1553,0.3256,0.1888,0.3256,0.0724
269,0.7470,0.2390,0.5077,0.2390,0.3890,0.2390,0.3936
270,0.1873,0.2011,0.1023,0.2011,0.0610,0.2011,0.1589
271,1.1665,1.1779,0.9608,1.1779,1.2724,1.1779,1.1556
272,0.5448,0.4304,0.9169,0.4304,0.6194,0.4304,0.3806
273,0.1889,0.0398,0.1763,0.0398,0.0106,0.0398,0.0826
274,0.4750,0.1579,0.2886,0.1579,0.1762,0.1579,0.2356
275,0.2111,0.1057,0.1300,0.1057,0.0031,0.1057,0.1091
276,0.0362,0.3371,0.1315,0.3371,0.2864,0.3371,0.1363
277,0.3691,0.5373,0.3643,0.5373,0.2597,0.5373,0.1893
278,0.4256,0.0393,0.3730,0.0393,0.0431,0.0393,0.1208
279,0.3369,0.0037,0.1548,0.0037,0.1690,0.0037,0.1121
280,0.5125,0.0351,0.2653,0.0351,0.1442,0.0351,0.1713
281,0.1487,0.1231,0.0768,0.1231,0.1609,0.1231,0.1260
282,0.0575,0.1296,0.0352,0.1296,0.0131,0.1296,0.0471
283,0.1553,0.0519,0.1579,0.0519,0.1378,0.0519,0.0551
284,0.2438,0.1094,0.0984,0.1094,0.4182,0.1094,0.0724
285,0.0326,0.1228,0.0394,0.1228,0.0368,0.1228,0.0431
286,0.6512,0.3056,0.4388,0.3056,0.3659,0.3056,0.3955
287,0.3568,0.2919,0.2390,0.2919,0.0590,0.2919,0.2352
288,0.3706,0.2105,0.2054,0.2105,0.0178,0.2105,0.1982
289,0.2782,0.0892,0.2413,0.0892,0.0295,0.0892,0.0470
290,0.2294,0.6521,0.0314,0.6521,0.2475,0.6521,0.4104
291,1.4568,0.6520,1.6556,0.6520,0.6833,0.6520,0.9589
