Alkalinity,Ammonia,BOD,Chloride,Conductivity,DO,Phosphate,pH,Temp,Hardness,Colour,CCME_Values
7.000000,0.010000,0.600000,18.600000,356.000000,56.300000,0.002000,6.150000,8.300000,10.000000,71.000000,75.142390
127.000000,0.014000,0.600000,18.600000,356.000000,56.370000,0.007000,6.570000,17.200000,152.000000,40.000000,77.423077
12.000000,0.012000,0.800000,18.600000,356.000000,55.470000,0.010000,6.530000,17.200000,18.000000,39.000000,77.678414
127.000000,0.000000,0.910000,18.600000,356.000000,56.950000,0.007000,5.880000,11.500000,152.000000,97.000000,73.303759
11.000000,0.000000,0.990000,18.600000,356.000000,55.910000,0.012000,6.050000,11.400000,8.000000,95.000000,73.597275
127.000000,0.010000,0.700000,18.600000,356.000000,56.100000,0.007000,6.210000,6.300000,152.000000,81.000000,74.489181
18.000000,0.024000,0.700000,18.600000,356.000000,56.600000,0.010000,6.200000,6.300000,16.000000,79.000000,74.539933
127.000000,0.012000,0.400000,18.600000,356.000000,56.775000,0.008000,5.860000,5.700000,152.000000,46.000000,76.881939
10.000000,0.013000,0.300000,18.600000,356.000000,56.500000,0.009000,5.920000,5.700000,18.000000,58.000000,76.036918
127.000000,0.008000,0.430000,18.600000,356.000000,58.135000,0.010000,5.720000,5.300000,152.000000,57.000000,75.812192
13.000000,0.014000,0.440000,18.600000,356.000000,58.635000,0.008000,5.830000,5.300000,16.000000,64.000000,75.223882
127.000000,0.002000,0.600000,18.600000,356.000000,54.105000,0.004000,5.930000,9.800000,152.000000,69.000000,75.673342
15.000000,0.012000,0.600000,18.600000,356.000000,56.020000,0.005000,6.040000,9.900000,17.000000,71.000000,75.191419
127.000000,0.018000,0.900000,18.600000,356.000000,54.050000,0.022000,5.740000,13.600000,152.000000,66.000000,75.900146
12.000000,0.012000,1.000000,18.600000,356.000000,53.550000,0.018000,5.650000,13.300000,17.000000,68.000000,75.845696
127.000000,0.009000,0.800000,18.600000,356.000000,56.440000,0.005000,5.620000,13.400000,152.000000,105.000000,72.883332
8.000000,0.017000,0.600000,18.600000,356.000000,56.040000,0.007000,5.720000,13.400000,10.000000,100.000000,73.257943
127.000000,0.015000,1.000000,18.600000,356.000000,55.450000,0.003000,5.780000,8.400000,152.000000,104.000000,73.099306
9.000000,0.016000,0.800000,18.600000,356.000000,56.350000,0.003000,6.060000,8.500000,13.000000,110.000000,72.590930
127.000000,0.010000,0.700000,18.600000,356.000000,56.615000,0.008000,5.570000,4.800000,152.000000,103.000000,72.980108
9.000000,0.015000,0.700000,18.600000,356.000000,56.575000,0.007000,5.690000,4.800000,12.000000,105.000000,72.862500
127.000000,0.007000,0.700000,18.600000,356.000000,57.185000,0.004000,6.010000,4.600000,152.000000,86.000000,73.975221
11.000000,0.011000,0.600000,18.600000,356.000000,56.735000,0.003000,5.990000,4.700000,11.000000,86.000000,74.049296
127.000000,0.003000,0.900000,18.600000,356.000000,57.400000,0.006000,5.680000,8.000000,152.000000,107.000000,72.613713
10.000000,0.005000,0.900000,18.600000,356.000000,57.350000,0.008000,5.770000,8.200000,9.000000,112.000000,72.319912
127.000000,0.012000,1.400000,18.600000,356.000000,56.600000,0.007000,5.880000,14.600000,152.000000,132.000000,71.271188
13.000000,0.029000,1.700000,18.600000,356.000000,56.050000,0.008000,5.850000,14.600000,13.000000,134.000000,71.236208
127.000000,0.002000,0.700000,18.600000,356.000000,56.550000,0.004000,6.690000,10.900000,152.000000,130.000000,71.390694
5.000000,0.011000,0.800000,18.600000,356.000000,56.550000,0.004000,6.730000,11.000000,3.000000,129.000000,71.447242
127.000000,0.019000,1.400000,18.600000,356.000000,57.940000,0.010000,5.770000,9.800000,152.000000,182.000000,68.540374
127.000000,0.033000,1.200000,7.960000,44.000000,58.450000,0.019000,5.800000,5.900000,11.000000,85.000000,73.833677
127.000000,0.033000,1.200000,8.350000,50.000000,57.450000,0.019000,6.000000,5.200000,13.000000,64.000000,75.433117
127.000000,0.025000,1.200000,8.410000,55.000000,55.700000,0.019000,6.400000,9.700000,13.000000,69.000000,75.388787
127.000000,0.033000,1.200000,7.800000,48.000000,55.150000,0.019000,6.500000,13.400000,11.000000,82.000000,74.582333
127.000000,0.033000,1.200000,6.640000,40.000000,55.700000,0.019000,6.200000,14.300000,13.000000,145.000000,70.680059
127.000000,0.028000,1.200000,10.200000,52.000000,57.000000,0.019000,6.400000,5.200000,12.000000,87.000000,73.939936
127.000000,0.033000,1.200000,9.840000,62.000000,59.950000,0.019000,6.600000,7.200000,17.000000,62.000000,75.133648
127.000000,0.065000,1.200000,9.710000,69.000000,57.300000,0.019000,6.900000,10.300000,17.000000,45.000000,76.858134
127.000000,0.033000,1.200000,7.930000,47.000000,55.050000,0.019000,6.600000,14.800000,10.000000,93.000000,73.866305
127.000000,0.033000,1.200000,8.770000,48.000000,55.600000,0.019000,6.400000,14.800000,12.000000,125.000000,71.812463
127.000000,0.022000,1.200000,11.900000,61.000000,56.650000,0.019000,6.800000,3.800000,14.000000,70.000000,75.151136
127.000000,0.033000,1.200000,12.400000,79.000000,62.200000,0.019000,6.700000,3.900000,17.000000,43.000000,76.091886
127.000000,0.033000,1.200000,10.400000,57.000000,57.300000,0.019000,6.600000,10.100000,14.000000,60.000000,75.746253
127.000000,0.026000,1.200000,11.600000,99.000000,56.350000,0.019000,7.100000,18.000000,21.000000,19.000000,81.639799
127.000000,0.033000,1.200000,9.580000,54.000000,55.700000,0.004000,5.900000,9.600000,152.000000,85.000000,74.287548
127.000000,0.033000,1.200000,10.200000,67.000000,56.200000,0.019000,6.600000,6.100000,16.000000,75.000000,74.881846
127.000000,0.033000,1.200000,10.200000,69.000000,55.800000,0.019000,6.800000,5.100000,16.000000,92.000000,73.809245
127.000000,0.028000,1.200000,9.520000,64.000000,57.000000,0.019000,6.800000,8.400000,17.000000,71.000000,75.020361
127.000000,0.025000,1.900000,9.650000,70.000000,55.550000,0.019000,6.900000,15.600000,17.000000,58.000000,76.211495
127.000000,0.021000,1.200000,8.510000,51.000000,46.650000,0.019000,6.400000,11.000000,16.000000,174.000000,70.339794
127.000000,0.033000,1.200000,9.980000,70.000000,54.850000,0.019000,7.000000,12.100000,17.000000,43.000000,77.485661
127.000000,0.033000,1.200000,9.620000,65.000000,56.450000,0.019000,7.000000,12.100000,17.000000,72.000000,75.046444
127.000000,0.033000,1.200000,7.890000,48.000000,55.700000,0.019000,6.600000,9.300000,12.000000,122.000000,71.972571
127.000000,0.033000,1.200000,9.310000,62.000000,58.850000,0.019000,6.800000,7.100000,16.000000,59.000000,75.539919
127.000000,0.033000,1.200000,9.460000,64.000000,57.100000,0.019000,7.100000,7.800000,18.000000,54.000000,76.220724
127.000000,0.033000,1.200000,10.000000,70.000000,56.200000,0.019000,7.200000,14.400000,18.000000,48.000000,76.839110
127.000000,0.029000,1.200000,8.020000,54.000000,55.600000,0.013000,7.000000,14.900000,12.000000,64.000000,75.764297
127.000000,0.033000,1.200000,8.060000,52.000000,58.400000,0.019000,6.900000,10.500000,11.000000,66.000000,75.124909
127.000000,0.033000,1.200000,9.360000,54.000000,60.300000,0.019000,6.800000,8.600000,14.000000,44.000000,76.368964
127.000000,0.033000,1.200000,9.080000,58.000000,56.750000,0.019000,6.900000,14.400000,13.000000,50.000000,76.583928
127.000000,0.033000,1.200000,9.170000,56.000000,57.050000,0.019000,6.800000,12.300000,11.000000,52.000000,76.378264
127.000000,0.033000,1.200000,8.980000,49.000000,56.850000,0.019000,6.400000,9.300000,12.000000,88.000000,73.898993
127.000000,0.033000,1.200000,9.810000,55.000000,64.950000,0.019000,6.600000,8.200000,15.000000,70.000000,73.752365
130.000000,0.033000,1.200000,19.000000,384.000000,110.000000,0.019000,6.800000,12.000000,148.000000,45.000000,68.864094
84.000000,0.033000,1.200000,19.000000,310.000000,61.000000,0.027000,6.300000,11.500000,122.000000,45.000000,76.165409
23.000000,0.033000,1.200000,17.000000,115.000000,56.000000,0.019000,6.000000,11.000000,28.000000,45.000000,77.106993
106.000000,0.033000,1.200000,40.000000,374.000000,25.000000,0.019000,7.900000,11.500000,106.000000,45.000000,83.818539
118.000000,0.033000,1.200000,18.000000,343.000000,61.000000,0.019000,6.900000,11.000000,146.000000,45.000000,76.165409
57.000000,0.033000,1.200000,22.000000,374.000000,62.000000,0.019000,9.800000,11.700000,18.000000,45.000000,72.629363
132.000000,0.033000,1.200000,15.000000,335.000000,54.900000,0.027000,6.800000,10.600000,146.000000,45.000000,77.319805
214.000000,0.033000,1.200000,26.000000,572.000000,15.000000,0.019000,8.100000,11.100000,150.000000,45.000000,74.952905
59.000000,0.402000,1.200000,16.000000,212.000000,54.900000,0.044000,7.500000,14.100000,80.000000,42.000000,77.554313
75.000000,0.033000,1.200000,17.000000,300.000000,80.000000,0.031000,6.900000,11.300000,112.000000,45.000000,72.951406
15.000000,0.033000,1.200000,16.000000,113.000000,54.000000,0.019000,7.000000,11.900000,25.000000,45.000000,77.495456
238.000000,0.499000,1.200000,25.000000,550.000000,54.900000,0.041000,7.200000,12.100000,228.000000,7.000000,70.265475
218.000000,0.062000,1.200000,23.000000,577.000000,54.900000,0.019000,7.700000,10.800000,150.000000,45.000000,69.014413
113.000000,0.033000,1.200000,36.000000,380.000000,12.000000,0.019000,8.000000,11.300000,105.000000,45.000000,86.687709
86.000000,0.033000,1.200000,19.000000,297.000000,56.000000,0.019000,6.800000,11.500000,117.000000,45.000000,77.106993
56.000000,0.033000,1.200000,22.000000,274.000000,36.000000,0.019000,9.700000,10.500000,30.000000,25.000000,78.640034
141.000000,0.033000,1.200000,15.000000,336.000000,21.000000,0.023000,7.000000,11.000000,136.000000,45.000000,84.741506
65.000000,0.053000,1.200000,18.000000,224.000000,82.000000,0.031000,7.500000,9.500000,85.000000,42.000000,72.827835
66.000000,0.033000,1.200000,17.000000,277.000000,69.000000,0.029000,6.200000,7.700000,99.000000,45.000000,74.744335
18.000000,0.033000,1.200000,16.000000,110.000000,91.000000,0.019000,6.000000,6.500000,32.000000,45.000000,71.327315
216.000000,0.033000,1.200000,24.000000,523.000000,19.000000,0.038000,7.500000,9.800000,218.000000,6.000000,75.714778
122.000000,0.033000,1.200000,36.000000,380.000000,27.000000,0.019000,8.300000,7.600000,146.000000,45.000000,83.354390
64.000000,0.033000,1.200000,17.000000,237.000000,75.000000,0.019000,7.100000,9.100000,95.000000,45.000000,73.744254
57.000000,0.033000,1.200000,12.000000,216.000000,73.000000,0.019000,6.800000,9.100000,101.000000,45.000000,74.071578
57.000000,0.033000,1.200000,21.000000,271.000000,22.000000,0.019000,9.400000,8.600000,41.000000,45.000000,84.512110
49.000000,0.033000,1.200000,14.000000,174.000000,27.000000,0.019000,6.300000,7.600000,59.000000,45.000000,83.354390
56.000000,0.033000,1.200000,12.000000,180.000000,54.900000,0.019000,6.300000,8.600000,85.000000,6.000000,81.988357
148.000000,0.033000,1.200000,14.000000,339.000000,54.900000,0.016000,7.100000,9.600000,140.000000,45.000000,77.319805
47.000000,0.028000,1.200000,18.000000,213.000000,95.000000,0.019000,7.600000,3.100000,94.000000,7.000000,74.093281
68.000000,0.033000,1.200000,18.000000,267.000000,69.000000,0.027000,6.100000,11.000000,100.000000,8.000000,78.823004
20.000000,0.033000,1.200000,15.000000,100.000000,36.000000,0.019000,6.300000,7.700000,28.000000,21.000000,83.493638
75.000000,0.033000,1.200000,17.000000,291.000000,50.500000,0.019000,6.900000,9.600000,113.000000,5.000000,83.080719
40.000000,0.033000,1.200000,15.000000,235.000000,50.000000,0.019000,6.600000,8.800000,86.000000,5.000000,83.208215
60.000000,0.033000,1.200000,21.000000,301.000000,61.000000,0.019000,9.500000,10.600000,31.000000,6.000000,80.558810
240.000000,0.033000,1.200000,27.000000,590.000000,46.000000,0.019000,7.500000,9.100000,253.000000,17.000000,71.318487
220.000000,0.033000,1.200000,22.000000,593.000000,54.000000,0.019000,8.100000,9.600000,146.000000,8.000000,74.910350
100.000000,0.033000,1.200000,34.000000,393.000000,32.000000,0.019000,8.000000,9.600000,126.000000,8.000000,88.259986
47.000000,0.033000,1.200000,13.000000,174.000000,54.900000,0.019000,6.300000,8.600000,64.000000,8.000000,81.988357
52.000000,0.033000,1.200000,18.000000,284.000000,38.000000,0.031000,6.000000,11.100000,103.000000,45.000000,80.844943
22.000000,0.033000,1.200000,16.000000,112.000000,53.000000,0.019000,6.500000,10.000000,33.000000,13.000000,82.453592
232.000000,0.033000,1.200000,30.000000,517.000000,0.000000,0.023000,7.400000,11.300000,208.000000,11.000000,82.393463
78.000000,0.033000,1.200000,15.000000,263.000000,45.000000,0.019000,6.600000,11.000000,103.000000,8.000000,84.521823
66.000000,0.033000,1.200000,12.000000,217.000000,41.500000,0.019000,6.500000,11.000000,82.000000,24.000000,81.948378
66.000000,0.033000,1.200000,20.000000,281.000000,18.000000,0.019000,9.000000,10.300000,28.000000,7.000000,92.489186
48.000000,0.033000,1.200000,11.000000,155.000000,54.900000,0.019000,6.200000,10.400000,56.000000,9.000000,81.988357
158.000000,0.033000,1.200000,14.000000,336.000000,54.900000,0.017000,6.900000,10.100000,140.000000,5.000000,81.988357
62.000000,0.033000,1.200000,20.000000,230.000000,48.000000,0.018000,7.400000,13.200000,83.000000,25.000000,80.403806
70.000000,0.033000,1.200000,19.000000,288.000000,28.500000,0.027000,6.400000,11.100000,107.000000,45.000000,83.006626
20.000000,0.033000,1.200000,17.000000,122.000000,33.500000,0.019000,6.300000,11.200000,35.000000,7.000000,87.807094
240.000000,0.169000,1.200000,28.000000,545.000000,54.900000,0.033000,7.200000,13.400000,248.000000,10.000000,70.150153
132.000000,0.033000,1.200000,35.000000,402.000000,0.000000,0.019000,7.900000,11.100000,148.000000,8.000000,94.167674
61.000000,0.033000,1.200000,21.000000,275.000000,37.000000,0.017000,6.600000,11.200000,103.000000,46.000000,80.978398
53.000000,0.033000,1.200000,11.000000,213.000000,46.000000,0.019000,6.500000,12.400000,75.000000,38.000000,79.710585
66.000000,0.033000,1.200000,21.000000,294.000000,15.000000,0.019000,9.100000,10.200000,35.000000,20.000000,93.250904
42.000000,0.033000,1.200000,12.000000,163.000000,1.000000,0.019000,6.000000,11.800000,55.000000,22.000000,94.153354
142.000000,0.033000,1.200000,14.000000,354.000000,54.900000,0.023000,6.900000,10.400000,150.000000,56.000000,76.480843
62.000000,0.267000,1.200000,18.000000,234.000000,41.500000,0.028000,7.400000,12.900000,82.000000,18.000000,85.483515
75.000000,0.033000,1.200000,17.000000,290.000000,28.300000,0.033000,6.200000,11.100000,108.000000,45.000000,83.052950
19.000000,0.033000,1.200000,15.000000,112.000000,34.400000,0.019000,6.000000,11.000000,36.000000,45.000000,81.652792
220.000000,0.028000,1.200000,29.000000,602.000000,8.900000,0.031000,7.300000,10.300000,208.000000,6.000000,76.483354
250.000000,0.033000,1.200000,22.000000,666.000000,0.700000,0.028000,7.700000,10.800000,146.000000,8.000000,87.809502
134.000000,0.033000,1.200000,34.000000,445.000000,0.100000,0.019000,7.900000,9.200000,129.000000,5.000000,94.149578
81.000000,0.033000,1.200000,16.000000,317.000000,37.350000,0.019000,6.700000,9.100000,107.000000,6.000000,86.668104
63.000000,0.033000,1.200000,22.000000,299.000000,40.050000,0.019000,6.400000,10.100000,102.000000,7.000000,85.892040
68.000000,0.033000,1.200000,21.000000,320.000000,13.350000,0.019000,9.100000,9.600000,30.000000,5.000000,93.601234
49.000000,0.033000,1.200000,11.000000,184.000000,0.500000,0.019000,6.000000,9.400000,57.000000,7.000000,100.000000
160.000000,0.033000,1.200000,14.000000,390.000000,0.400000,0.024000,6.800000,9.500000,146.000000,5.000000,100.000000
73.000000,0.033000,1.200000,31.000000,290.000000,34.400000,0.032000,6.200000,11.100000,106.000000,45.000000,81.652792
18.000000,0.033000,1.200000,15.000000,114.000000,41.300000,0.019000,6.000000,8.700000,37.000000,10.000000,85.539514
220.000000,0.033000,1.200000,30.000000,537.000000,15.550000,0.033000,7.500000,9.400000,242.000000,14.000000,75.934071
71.000000,0.033000,1.200000,20.000000,283.000000,43.950000,0.027000,6.800000,9.800000,114.000000,45.000000,79.550458
65.000000,0.027000,1.200000,20.000000,252.000000,46.850000,0.021000,6.600000,9.100000,97.000000,5.000000,84.027551
148.000000,0.033000,1.200000,15.000000,345.000000,15.600000,0.035000,7.200000,9.700000,164.000000,45.000000,85.945094
51.000000,0.071000,1.200000,17.000000,224.000000,49.800000,0.043000,7.300000,7.700000,90.000000,32.000000,79.412421
72.000000,0.033000,1.200000,18.000000,314.000000,34.350000,0.033000,6.200000,11.400000,109.000000,45.000000,81.664126
20.000000,0.033000,1.200000,12.000000,111.000000,35.000000,0.019000,6.300000,10.600000,35.000000,45.000000,81.517014
230.000000,0.027000,1.200000,31.000000,591.000000,7.250000,0.015000,7.300000,10.400000,270.000000,11.000000,82.101971
284.000000,0.037000,1.200000,21.000000,665.000000,0.500000,0.019000,7.500000,10.400000,224.000000,5.000000,81.916940
142.000000,0.033000,1.200000,34.000000,438.000000,0.100000,0.019000,8.000000,10.400000,156.000000,5.000000,94.154743
146.000000,0.033000,1.200000,18.000000,311.000000,40.000000,0.016000,6.800000,10.500000,135.000000,9.000000,85.906231
50.000000,0.033000,1.200000,12.000000,195.000000,43.350000,0.019000,6.700000,10.800000,74.000000,10.000000,84.970866
61.000000,0.033000,1.200000,21.000000,316.000000,14.450000,0.019000,8.500000,10.200000,60.000000,11.000000,93.374287
35.000000,0.042000,1.200000,13.000000,182.000000,0.300000,0.019000,6.000000,9.900000,71.000000,20.000000,100.000000
166.000000,0.053000,1.200000,14.000000,368.000000,0.100000,0.028000,6.900000,10.200000,166.000000,10.000000,100.000000
46.000000,0.106000,1.200000,16.000000,232.000000,44.900000,0.042000,7.200000,11.500000,86.000000,43.000000,79.518542
20.000000,0.033000,1.200000,14.000000,114.000000,27.150000,0.019000,7.100000,11.500000,29.000000,6.000000,89.748723
218.000000,0.029000,1.200000,30.000000,553.000000,21.000000,0.027000,7.400000,13.000000,220.000000,14.000000,75.390919
233.000000,0.033000,1.200000,21.000000,617.000000,19.350000,0.039000,7.800000,12.900000,149.000000,10.000000,80.918802
127.000000,0.033000,1.200000,33.000000,420.000000,19.350000,0.026000,7.800000,13.000000,135.000000,9.000000,87.111419
81.000000,0.033000,1.200000,15.000000,285.000000,38.850000,0.019000,6.700000,11.300000,108.000000,28.000000,82.188406
65.000000,0.033000,1.200000,8.000000,219.000000,31.550000,0.019000,6.500000,12.200000,74.000000,12.000000,88.396715
70.000000,0.033000,1.200000,20.000000,313.000000,12.200000,0.019000,8.400000,11.300000,55.000000,13.000000,93.805597
81.000000,0.033000,1.200000,15.000000,285.000000,38.850000,0.019000,6.700000,11.300000,108.000000,28.000000,82.188406
44.000000,0.033000,1.200000,13.000000,193.000000,0.200000,0.019000,6.100000,11.500000,66.000000,77.000000,88.625391
154.000000,0.033000,1.200000,14.000000,380.000000,0.200000,0.023000,6.800000,11.500000,154.000000,8.000000,100.000000
22.000000,0.033000,1.200000,16.000000,119.000000,28.950000,0.019000,6.200000,10.200000,39.000000,45.000000,82.902463
72.000000,0.033000,1.200000,18.000000,294.000000,28.800000,0.029000,6.700000,11.300000,110.000000,6.000000,89.239272
240.000000,0.033000,1.200000,34.000000,571.000000,0.500000,0.019000,7.100000,10.300000,260.000000,10.000000,82.139155
246.000000,0.033000,1.200000,21.000000,580.000000,0.400000,0.019000,7.200000,10.200000,226.000000,45.000000,75.523563
142.000000,0.033000,1.200000,35.000000,400.000000,0.500000,0.019000,7.400000,10.200000,152.000000,14.000000,100.000000
90.000000,0.033000,1.200000,16.000000,282.000000,38.400000,0.016000,7.100000,10.000000,112.000000,16.000000,86.363968
63.000000,0.033000,1.200000,15.000000,232.000000,43.550000,0.019000,7.000000,8.700000,91.000000,14.000000,84.916025
71.000000,0.033000,1.200000,21.000000,303.000000,14.150000,0.019000,7.400000,10.100000,60.000000,21.000000,87.907086
56.000000,0.202000,1.200000,14.000000,187.000000,0.300000,0.036000,6.600000,9.800000,73.000000,8.000000,100.000000
58.000000,0.033000,1.200000,14.000000,199.000000,0.400000,0.019000,6.200000,9.100000,82.000000,9.000000,100.000000
166.000000,0.033000,1.200000,14.000000,363.000000,0.300000,0.027000,6.800000,9.700000,166.000000,14.000000,100.000000
71.000000,0.033000,1.200000,5.000000,174.000000,5.650000,0.019000,7.300000,7.100000,86.000000,40.000000,93.012061
66.000000,0.033000,1.200000,18.000000,291.000000,29.400000,0.038000,6.300000,11.200000,111.000000,45.000000,82.798403
16.000000,0.033000,1.200000,14.000000,121.000000,39.150000,0.019000,6.600000,8.000000,25.000000,45.000000,80.590576
220.000000,0.033000,1.200000,31.000000,564.000000,6.700000,0.019000,7.500000,9.600000,228.000000,23.000000,76.463015
236.000000,0.033000,1.200000,21.000000,582.000000,7.250000,0.017000,7.500000,9.500000,212.000000,15.000000,82.291333
140.000000,0.033000,1.200000,33.000000,407.000000,0.200000,0.019000,7.800000,9.500000,142.000000,9.000000,94.167265
99.000000,0.033000,1.200000,16.000000,297.000000,39.500000,0.019000,7.300000,9.700000,123.000000,8.000000,86.048523
67.000000,0.033000,1.200000,10.000000,193.000000,45.850000,0.019000,7.100000,8.100000,77.000000,9.000000,84.293518
80.000000,0.033000,1.200000,21.000000,312.000000,0.900000,0.019000,8.300000,10.100000,71.000000,10.000000,100.000000
65.000000,0.033000,1.200000,15.000000,204.000000,0.600000,0.019000,7.200000,7.800000,82.000000,7.000000,100.000000
164.000000,0.033000,1.200000,14.000000,375.000000,0.200000,0.024000,7.300000,9.200000,172.000000,5.000000,100.000000
82.000000,0.033000,1.200000,7.000000,205.000000,43.100000,0.019000,7.100000,7.600000,96.000000,104.000000,75.142390
54.000000,0.038000,1.200000,17.000000,217.000000,51.250000,0.019000,7.700000,5.300000,80.000000,12.000000,82.890774
67.000000,0.033000,1.200000,18.000000,285.000000,31.650000,0.033000,6.400000,11.300000,117.000000,9.000000,88.366299
168.000000,0.033000,1.200000,14.000000,546.000000,32.150000,0.019000,7.200000,11.000000,250.000000,8.000000,78.841188
242.000000,0.033000,1.200000,21.000000,356.000000,13.300000,0.015000,7.700000,11.300000,192.000000,9.000000,87.853595
239.000000,0.133000,1.200000,29.000000,356.000000,0.700000,0.019000,7.600000,11.800000,260.000000,21.000000,82.369893
140.000000,0.033000,1.200000,33.000000,356.000000,0.700000,0.019000,7.700000,11.400000,156.000000,12.000000,100.000000
114.000000,0.033000,1.200000,15.000000,356.000000,39.400000,0.015000,7.100000,11.000000,139.000000,13.000000,86.077064
69.000000,0.033000,1.200000,12.000000,356.000000,46.100000,0.019000,6.400000,10.700000,85.000000,14.000000,84.226761
75.000000,0.033000,1.200000,21.000000,356.000000,12.250000,0.019000,8.400000,11.500000,54.000000,14.000000,93.797493
68.000000,0.026000,1.200000,15.000000,356.000000,0.600000,0.019000,6.100000,10.500000,86.000000,10.000000,100.000000
160.000000,0.033000,1.200000,14.000000,356.000000,0.800000,0.024000,7.100000,10.600000,166.000000,12.000000,100.000000
60.000000,0.033000,1.200000,17.000000,356.000000,52.450000,0.036000,7.600000,13.300000,84.000000,30.000000,79.023357
72.000000,0.033000,1.200000,18.000000,292.000000,31.600000,0.031000,6.200000,11.200000,120.000000,5.000000,88.381505
28.000000,0.033000,1.200000,14.000000,111.000000,28.850000,0.019000,6.100000,11.500000,50.000000,6.000000,89.223866
250.000000,0.035000,1.200000,21.000000,585.000000,0.200000,0.017000,7.400000,11.100000,222.000000,7.000000,82.212229
144.000000,0.033000,1.200000,33.000000,407.000000,0.200000,0.019000,7.700000,11.100000,145.000000,45.000000,87.388978
104.000000,0.033000,1.200000,17.000000,311.000000,33.300000,0.019000,6.900000,10.700000,147.000000,8.000000,87.867210
54.000000,0.033000,1.200000,12.000000,184.000000,52.600000,0.019000,6.400000,11.900000,92.000000,8.000000,82.552780
81.000000,0.033000,1.200000,20.000000,306.000000,19.450000,0.019000,8.500000,10.500000,81.000000,9.000000,92.082137
62.000000,0.033000,1.200000,16.000000,203.000000,0.200000,0.019000,6.000000,11.200000,81.000000,9.000000,100.000000
172.000000,0.033000,1.200000,14.000000,370.000000,0.400000,0.027000,7.000000,10.600000,184.000000,8.000000,100.000000
66.000000,0.033000,1.200000,18.000000,230.000000,56.250000,0.018000,7.400000,9.400000,88.000000,18.000000,81.663659
13.000000,0.032000,1.200000,15.000000,105.000000,46.200000,0.013000,5.900000,10.100000,24.000000,8.000000,84.200107
234.000000,0.033000,1.200000,22.000000,587.000000,15.000000,0.018000,7.700000,10.900000,192.000000,8.000000,81.619818
222.000000,0.043000,1.200000,29.000000,552.000000,0.200000,0.019000,7.300000,11.600000,242.000000,42.000000,75.761303
140.000000,0.033000,1.200000,33.000000,407.000000,0.300000,0.011000,7.700000,11.700000,144.000000,8.000000,94.167265
94.000000,0.033000,1.200000,18.000000,300.000000,41.600000,0.010000,7.100000,11.000000,125.000000,14.000000,85.455557
56.000000,0.033000,1.200000,19.000000,208.000000,46.600000,0.019000,6.400000,11.300000,78.000000,15.000000,84.093777
71.000000,0.033000,1.200000,20.000000,297.000000,25.700000,0.019000,8.500000,10.800000,53.000000,98.000000,78.929582
81.000000,0.260000,1.200000,21.000000,244.000000,0.600000,0.019000,6.200000,10.700000,69.000000,21.000000,94.164092
50.000000,0.033000,1.200000,25.000000,226.000000,0.400000,0.019000,5.800000,10.300000,82.000000,9.000000,100.000000
182.000000,0.033000,1.200000,15.000000,412.000000,0.400000,0.026000,7.100000,10.500000,180.000000,13.000000,94.166404
54.000000,0.033000,1.200000,19.000000,217.000000,49.800000,0.025000,7.500000,12.600000,78.000000,57.000000,77.378202
83.000000,0.033000,1.200000,19.000000,315.000000,37.150000,0.028000,6.300000,11.300000,130.000000,8.000000,86.726364
18.000000,0.033000,1.200000,34.000000,111.000000,38.800000,0.010000,5.900000,11.400000,35.000000,30.000000,82.016846
248.000000,0.020000,1.200000,26.000000,541.000000,0.100000,0.014000,7.200000,13.200000,228.000000,11.000000,82.269203
254.000000,0.024000,1.200000,21.000000,588.000000,0.200000,0.022000,7.600000,11.700000,192.000000,17.000000,87.980673
150.000000,0.033000,1.200000,33.000000,408.000000,0.200000,0.019000,7.800000,11.600000,134.000000,11.000000,94.167129
116.000000,0.033000,1.200000,17.000000,326.000000,33.800000,0.019000,7.300000,11.200000,134.000000,21.000000,84.004008
82.000000,0.033000,1.200000,20.000000,299.000000,18.300000,0.033000,8.300000,11.000000,55.000000,37.000000,86.051977
55.000000,0.230000,1.200000,24.000000,213.000000,0.200000,0.019000,6.000000,11.600000,76.000000,10.000000,100.000000
204.000000,0.033000,1.200000,14.000000,400.000000,0.200000,0.029000,7.100000,10.900000,170.000000,45.000000,87.385681
64.000000,0.022000,1.200000,18.000000,211.000000,51.200000,0.040000,7.700000,9.800000,75.000000,200.000000,68.486741
71.000000,0.033000,1.200000,17.000000,286.000000,27.750000,0.030000,6.100000,11.300000,103.000000,5.000000,89.563279
22.000000,0.033000,1.200000,15.000000,105.000000,32.750000,0.013000,6.000000,11.100000,36.000000,5.000000,88.032966
242.000000,0.130000,1.200000,25.000000,551.000000,0.600000,0.010000,7.200000,10.900000,228.000000,7.000000,82.272209
146.000000,0.033000,1.200000,32.000000,403.000000,0.600000,0.019000,7.800000,10.500000,134.000000,45.000000,87.402126
73.000000,0.033000,1.200000,19.000000,265.000000,42.800000,0.019000,6.800000,10.500000,95.000000,45.000000,79.796356
38.000000,0.033000,1.200000,17.000000,194.000000,48.000000,0.019000,6.600000,10.800000,70.000000,45.000000,78.701786
76.000000,0.033000,1.200000,20.000000,307.000000,13.950000,0.018000,8.300000,10.100000,71.000000,45.000000,86.293643
36.000000,0.033000,1.200000,26.000000,230.000000,1.100000,0.019000,6.000000,10.100000,87.000000,45.000000,92.489186
